date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:11%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:11	180632/180632	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Jan%202021%2011:59:58%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:11%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:12%20GMT	http://www.buzzinteractive.co/wp-content/uploads/2016/02/Portfolio-Banner.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2016/02/Portfolio-Banner.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:12	573051/573051	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:06:12%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:13	314940/314940	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Jun%202017%2010:21:18%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2016/02/Portfolio-Banner.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2016/02/Portfolio-Banner.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:14	1712/1712	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202019%2009:08:10%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2019/08/Gb.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2019/08/Gb.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:14%20GMT	https://www.buzzinteractive.co/?p=19585	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/indexc5c5.html	(from https://www.buzzinteractive.co/case-studies/)
16:06:16	1723/1723	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202019%2009:08:32%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2019/08/Carruba-Logo.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2019/08/Carruba-Logo.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:18	4225/4225	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202019%2009:08:21%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2019/08/Funnel-Logo.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2019/08/Funnel-Logo.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:20	1166/1166	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202019%2009:08:41%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2019/08/araam-Logo.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2019/08/araam-Logo.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:21	1543/1543	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jul%202020%2012:31:02%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/iron-gear-logo.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/iron-gear-logo.png	(from https://www.buzzinteractive.co/case-studies/)
16:06:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:24%20GMT	https://www.buzzinteractive.co/case-studies-master	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/case-studies-master	(from https://www.buzzinteractive.co/case-studies/)
16:06:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:24%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5ua7h.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5ua7h.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:25%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5ua7h.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5ua7h.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:25	704700/704700	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2011:59:59%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5ua7h.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5ua7h.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:25%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5ua7g.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5ua7g.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:27%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5ua7g.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5ua7g.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:28	23304/23304	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2011:59:58%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5ua7g.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5ua7g.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:28	1040254/1040254	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2011:59:59%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5ua7h.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5ua7h.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:29	33830/33830	---MCZ	200	added ('OK')	text/js	date:Sun,%2024%20Jan%202021%2011:06:28%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5ua7g.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5ua7g.js	(from https://www.buzzinteractive.co/case-studies/)
16:06:30	1085/1085	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202020%2009:00:03%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/clutch.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/clutch.png	(from https://www.buzzinteractive.co/software-development-services/)
16:06:31	1505/1505	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202020%2008:59:51%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/google.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/google.png	(from https://www.buzzinteractive.co/software-development-services/)
16:06:31	1230/1230	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202020%2008:58:25%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/sortlist.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/sortlist.png	(from https://www.buzzinteractive.co/software-development-services/)
16:06:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:31%20GMT	https://www.buzzinteractive.co/?p=19733	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/indexcf04.html	(from https://www.buzzinteractive.co/software-development-services/)
16:06:33	188930/188930	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2022:34:40%20GMT	https://www.buzzinteractive.co/enterprise-software-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/enterprise-software-development-services/index.html	(from https://www.buzzinteractive.co/software-development-services/)
16:06:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:35%20GMT	https://www.buzzinteractive.co/master-development	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/master-development	(from https://www.buzzinteractive.co/software-development-services/)
16:06:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:35%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/6jt7b20o/5xb3h.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/6jt7b20o/5xb3h.js	(from https://www.buzzinteractive.co/software-development-services/)
16:06:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:35%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5wne0.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5wne0.css	(from https://www.buzzinteractive.co/web-development-services/)
16:06:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:35%20GMT	https://www.buzzinteractive.co/qa-testing-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/qa-testing-services/index.html	(from https://www.buzzinteractive.co/software-development-services/)
16:06:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:36%20GMT	http://www.buzzinteractive.co/wp-content/uploads/2017/07/development.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2017/07/development.png	(from https://www.buzzinteractive.co/web-development-services/)
16:06:37	1012369/1012369	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2014:00:59%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/6jt7b20o/5xb3h.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/6jt7b20o/5xb3h.js	(from https://www.buzzinteractive.co/software-development-services/)
16:06:37	266173/266173	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Jan%202021%2012:59:54%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5wne0.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5wne0.css	(from https://www.buzzinteractive.co/web-development-services/)
16:06:38	157656/157656	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Aug%202018%2002:00:17%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2017/07/development.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2017/07/development.png	(from https://www.buzzinteractive.co/web-development-services/)
16:06:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:38%20GMT	https://www.buzzinteractive.co/?p=15452	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/index151c.html	(from https://www.buzzinteractive.co/web-development-services/)
16:06:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:40%20GMT	https://www.buzzinteractive.co/web-development-services	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/web-development-services	(from https://www.buzzinteractive.co/web-development-services/)
16:06:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:41%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5wnp1.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5wnp1.js	(from https://www.buzzinteractive.co/web-development-services/)
16:06:43	1229887/1229887	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2013:01:31%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5wnp1.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5wnp1.js	(from https://www.buzzinteractive.co/web-development-services/)
16:06:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:44%20GMT	https://www.buzzinteractive.co/?p=17276	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/index2495.html	(from https://www.buzzinteractive.co/mobile-app-development-services/)
16:06:44	169748/169748	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2015:11:07%20GMT	https://www.buzzinteractive.co/android-app-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/android-app-development-services/index.html	(from https://www.buzzinteractive.co/mobile-app-development-services/)
16:06:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:44%20GMT	https://www.buzzinteractive.co/about-us	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/about-us	(from https://www.buzzinteractive.co/mobile-app-development-services/)
16:06:45	170146/170146	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2022:34:46%20GMT	https://www.buzzinteractive.co/ios-app-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/ios-app-development-services/index.html	(from https://www.buzzinteractive.co/mobile-app-development-services/)
16:06:46	169987/169987	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2022:34:50%20GMT	https://www.buzzinteractive.co/shopify-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/shopify-development-services/index.html	(from https://www.buzzinteractive.co/ecommerce-website-development/)
16:06:47	170658/170658	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2009:13:31%20GMT	https://www.buzzinteractive.co/woocommerce-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/woocommerce-development-services/index.html	(from https://www.buzzinteractive.co/ecommerce-website-development/)
16:06:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:47%20GMT	https://www.buzzinteractive.co/?p=20799	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/index2c46.html	(from https://www.buzzinteractive.co/ecommerce-website-development/)
16:06:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:48%20GMT	https://www.buzzinteractive.co/master-development	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/master-development	(from https://www.buzzinteractive.co/ecommerce-website-development/)
16:06:50	169969/169969	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2012:21:17%20GMT	https://www.buzzinteractive.co/wordpress-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wordpress-development-services/index.html	(from https://www.buzzinteractive.co/cms-development-services/)
16:06:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:50%20GMT	https://www.buzzinteractive.co/?p=20697	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/index5050.html	(from https://www.buzzinteractive.co/cms-development-services/)
16:06:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:51%20GMT	https://www.buzzinteractive.co/master-development	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/master-development	(from https://www.buzzinteractive.co/cms-development-services/)
16:06:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:51%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5ugla.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5ugla.css	(from https://www.buzzinteractive.co/design-services/)
16:06:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:52%20GMT	http://www.buzzinteractive.co/wp-content/uploads/2017/07/design-page.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2017/07/design-page.png	(from https://www.buzzinteractive.co/design-services/)
16:06:52	266173/266173	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:06:51%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5ugla.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/qsjaiog4/5ugla.css	(from https://www.buzzinteractive.co/design-services/)
16:06:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:53%20GMT	https://www.buzzinteractive.co/?p=15263	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/indexed9a.html	(from https://www.buzzinteractive.co/design-services/)
16:06:56	349963/349963	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jul%202017%2012:01:41%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2017/07/design-page.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2017/07/design-page.png	(from https://www.buzzinteractive.co/design-services/)
16:06:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:57%20GMT	https://www.buzzinteractive.co/design-services	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/design-services	(from https://www.buzzinteractive.co/design-services/)
16:06:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:57%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5ugla.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5ugla.js	(from https://www.buzzinteractive.co/design-services/)
16:07:01	33841/33841	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Jun%202020%2009:09:53%20GMT	https://www.buzzinteractive.co/wp-content/plugins/ubermenu/assets/js/ubermenu.min.js?ver=3.6.1	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/ubermenu/assets/js/ubermenu.mina7a0.js	(from https://www.buzzinteractive.co/design-services/)
16:07:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:01%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ul6f.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ul6f.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:02%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ul6f.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ul6f.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:03	82316/82316	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Jan%202021%2012:25:07%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ul6f.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ul6f.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:05	1232521/1232521	---MCZ	200	added ('OK')	text/js	date:Sun,%2024%20Jan%202021%2011:07:00%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5ugla.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k1pnn8e4/5ugla.js	(from https://www.buzzinteractive.co/design-services/)
16:07:06	20/20	---M--	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:07:05%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ul6f.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ul6f.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:05%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ul6e.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ul6e.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:08%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ul6e.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ul6e.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:09	181976/181976	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:07:08%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ul6e.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/f1n4xekp/5ul6e.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:12	573517/573517	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:07:12%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ul6e.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5ul6e.css	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:14	1365/1365	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Jul%202020%2006:23:06%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/Adobe_XD_Essentials_badge.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/Adobe_XD_Essentials_badge.png	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:14%20GMT	https://www.buzzinteractive.co/?p=21433	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/indexc073.html	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:16	4226/4226	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Jul%202020%2006:22:32%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/original.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/original.png	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:17	1767/1767	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Jul%202020%2006:22:57%20GMT	https://www.buzzinteractive.co/wp-content/uploads/2020/07/cxa-logo.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/uploads/2020/07/cxa-logo.png	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:20%20GMT	https://www.buzzinteractive.co/gb-case-study	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/gb-case-study	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:20%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5ul6f.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5ul6f.js	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:24%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5ul6f.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5ul6f.js	(from https://www.buzzinteractive.co/ui-ux-design-services/)
16:07:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:07:27%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5ul83.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5ul83.js	(from https://www.buzzinteractive.co/ui-ux-design-services/)
